"name","converted_modelid"
Distilix_Stickytoes,"65"
Div-e_Sepid,"189"
Dive-Puk,"208"
Divine_Ascetic,"34"
Divine_Assassin,"31"
Divine_Disseminator,"28"
Divine_Inciter,"28"
Divine_Inspirer,"61"
Divine_Liturgist,"61"
Divine_Martyr,"84"
Divine_Pilgrim,"34"
Divine_Sentinel,"71"
Divine_Templar,"95"
Diving_Beetle,"152"
DiDha_Adamantfist,"14"
DiDhas_Elite_Guard,"159"
DiMho_Platekeeper,"159"
DiZho_Spongeshell,"76"
Djahama,"171"
Djigga,"212"
Djinn,"196"
Dodomeki,"128"
Doglix_Muttsnout,"228"
Dog_Guardian,"60"
Doll_Factory,"59"
Doman,"40"
Domovoi,"44"
Don_Poroggo,"21"
Doomed_Pilgrims,"64"
Doom_Demon,"237"
Doom_Guard,"60"
Doom_Mage,"52"
Doom_Scorpion,"28"
Doom_Soldier,"60"
Doom_Toad,"64"
Doom_Warlock,"52"
Doo_Peku_the_Fleetfoot,"59"
Doppelganger_Dio,"36"
Doppelganger_Gog,"35"
Dorgerwor_the_Astute,"173"
Dormant_Rampart,"26"
Dosetsu_Tree,"139"
Doyen_Quadav,"71"
Dozing_Dorian,"85"
DoBho_Venomtail,"31"
Draconic_Draugar,"226"
Draco_Lizard,"72"
Dragonfly_CN,"192"
Dragonian_Berzerker,"164"
Dragonian_Minstrel,"164"
Dragonscaled_Bugaal_Ja,"78"
Battrap_past,"65"
Lost_Stcemqestcint,"132"
Lost_Fairy_Ring,"120"
Dragua,"98"
Drakefeast_Wubmfub,"24"
Draketrader_Zlodgodd,"24"
Draklix_Scalecrust,"63"
Draugar,"230"
Draugar_Servant_drk,"214"
Draugars_Wyvern,"249"
Dreadbug,"140"
Dread_Dealing_Dredodak,"207"
Dread_Demon_UR,"231"
Dread_Dragon,"164"
Drekavac,"113"
Drexerion_the_Condemned,"31"
Dribblix_Greasemaw,"243"
Droma_FY,"156"
Dromiceiomimus,"61"
Drone,"48"
Drone_Crawler,"140"
Drooling_Daisy,"124"
Droprix_Granitepalms,"62"
Dryad,"136"
Dryptotaur,"80"
Duendes_Amoroso,"6"
Duessa,"136"
Duke_Amduscias,"241"
Duke_Berith,"244"
Duke_Dantalian,"242"
Duke_Gomory,"235"
Duke_Haborym,"239"
Duke_Scox,"186"
Dune_Cockatrice,"32"
Dune_Manticore,"146"
Dune_Widow,"54"
Dung_Beetle,"152"
Durinn,"47"
Duskraven,"2"
Dusk_Lizard,"73"
Dusk_Raider,"10"
Dustbuster,"156"
Duu_Masa_the_Onecut,"30"
Duu_Nazo_the_Spryfooted,"36"
DuVha_Grimewind,"156"
Dvalinn,"47"
Dvorovoi,"45"
Dybbuk,"167"
Dyinyinga,"229"
Dynamis_Effigy,"35"
Dynamis_Icon,"37"
Dynamis_Lord,"248"
Dynamis_Statue,"39"
Dynamis_Tombstone,"33"
Dynamo_Cluster,"34"
Ealdnarche,"8"
Earth_Eater,"169"
Earth_Elemental,"183"
Earth_Golem,"176"
Earth_Mover,"242"
Earth_Pot,"156"
Eastern_Shadow,"40"
Eastern_Sphinx,"146"
Eastern_Spriggan,"26"
EaTho_Cruelheart,"76"
EaZhu_Tremorcrag,"159"
Eba,"11"
Ebony_Pudding,"7"
Eccentric_Eve,"127"
Eclipse_Demon,"173"
Ectozoon,"88"
Edacious_Opo-opo,"160"
Edible_Slug,"229"
Edifier,"33"
Edonus,"19"
Effigy_Prototype,"34"
Dagourmarches_Avatar,"24"
Effluvial_Grenade,"0"
Eft,"69"
Eidolic_Qufeel_Ja,"83"
Eight_of_Batons,"175"
Eight_of_Coins,"175"
Eight_of_Cups,"175"
Eight_of_Swords,"175"
Einherjar_Brei,"36"
Einherjar_Eater,"170"
Ekimmu,"112"
Eldertaur,"79"
Elder_Goobbue,"40"
Elder_Quadav,"136"
Elder_Treant,"139"
Eldhrimnir,"156"
Electrumcap,"201"
Elel,"83"
Elemental_Gyves,"93"
Elivira,"26"
Elixmix_Hooknose,"65"
Ellylldan,"196"
Ellyllon,"120"
Else,"4"
Elusive_Edwin,"192"
Elvaanlopper_Grokdok,"23"
Elvaansticker_Bxafraff,"24"
Elvaan_Automaton,"213"
Emerald_Quadav,"155"
Emergent_Elm,"135"
Empathic_Flan,"7"
Emperador_de_Altepa,"116"
Emperor_Apkallu,"187"
Empousa,"99"
Enagakure,"112"
Enchanted_Bones_blm,"52"
Energetic_Eruca,"150"
Enhanced_Ahriman,"8"
Enhanced_Akbaba,"188"
Enhanced_Beetle,"152"
Enhanced_Dragon,"164"
Enhanced_Jelly,"36"
Enhanced_Kettenkaefer,"152"
Enhanced_Koenigstiger,"52"
Enhanced_Lizard,"72"
Enhanced_Makara,"92"
Enhanced_Mandragora,"44"
Enhanced_Pugil,"92"
Enhanced_Pygmaioi,"44"
Enhanced_Salamander,"60"
Enhanced_Slime,"36"
Enhanced_Tiger,"52"
Enhanced_Vulture,"188"
Prince_Orobas,"172"
Enkelados,"128"
Enkidu,"176"
Enna-enna,"24"
Entozoon,"88"
Envier,"115"
Eotyrannus,"60"
Flesh_Eater_EAD,"168"
Eoeuvhi,"14"
Eoghrah,"137"
Eozdei,"133"
Ephemeral_Amoeban,"92"
Ephemeral_Clionid,"76"
Ephemeral_Limule,"77"
Ephemeral_Murex,"93"
Moo_Ouzi_the_SwiftbladeS,"67"
Epialtes,"128"
Eraser,"48"
Erdgeist,"112"
Eremix_Snottynostril,"66"
Ereshkigal,"112"
Ergdrake,"142"
Eriri_Samariri,"21"
Erlik,"112"
Ermit_Imp,"188"
Esbat,"0"
Escarp_Murex,"93"
Eseuvhi,"14"
Etemmu,"112"
Eurymedon,"128"
Eurytos,"195"
Evil_Armory,"222"
Evil_Eye,"8"
Evil_Oscar,"124"
Evil_Spirit,"112"
Evil_Weapon,"195"
Bigclaw_fished,"100"
Executioner_Antlion,"68"
Exoplates,"9"
Exoray,"120"
Experimental_Lamia,"128"
Experimental_Poroggo,"19"
Experimental_Undead_thf,"82"
Explosure,"24"
Expunger,"64"
Eyy_Mon_the_Ironbreaker,"76"
Fachan,"8"
Faerie,"238"
Fafnir,"15"
Fairy_Ring,"120"
Falcatus_Aranei,"54"
Fallen_Evacuee_blm,"52"
Fallen_Imperial,"110"
Fallen_Imperial_Trooper,"110"
Fallen_Imperial_Wizard,"111"
Fallen_Knight,"60"
Fallen_Mage,"52"
Fallen_Major,"60"
Fallen_Officer_blm,"52"
Fallen_Soldier_blm,"52"
Fallen_Volunteer,"109"
Falsespinner_Bhudbrodd,"2"
Faluuya,"91"
Fantasma,"112"
Fantoccini,"210"
Fantoccini_Automaton,"185"
Fantoccini_Avatar,"23"
Fantoccini_Monster,"12"
Fantoccini_Wyvern,"24"
Farfadet,"238"
Farlarder_the_Shrewd,"176"
Father_Frost,"22"
Fatty_Pugil,"92"
Faunus_Wyvern,"197"
Faust,"48"
Fay,"238"
Faygorger_Ram,"88"
Faygorger_Sheep,"84"
Faytrapper_Vashgash,"246"
Fear_Dearg,"45"
Fear_Gorta,"113"
Febrenard_C_Brunnaut,"12"
Federation_Dispenser,"2"
Federation_Garrison,"1"
Federation_Infantry,"13"
Feeblescheme_Bhogbigg,"25"
Feeler_Antlion,"67"
Feeorin,"238"
Fee_Jugu_the_Ramfist,"68"
Feldrautte_I_Rouhent,"4"
Fenrir_Prime,"24"
Ferocious_Pugil,"92"
Ferreous_Coffin,"9"
Ferroalloy_Quadav,"76"
Ferrocrab,"101"
Festive_Firedrake,"142"
Fetid_Flesh,"64"
Feu_Follet,"24"
Fee,"97"
Field_Musician_Guard,"2"
Field_Woundpatcher,"7"
Fiendish_Leechkeeper,"188"
Fierce_Smilodon,"200"
Fighting_Flan,"7"
Fighting_Pugil,"92"
Fighting_Sheep,"84"
Fighting_Smilodon,"200"
Fingerfilcher_Dradzad,"244"
Firedrake,"142"
Fire_Elemental,"180"
Fire_Golem,"176"
Fire_Pot,"156"
Fire_Pukis,"164"
First_Rampart,"26"
Jidra,"139"
Fishtrap,"65"
Fistule,"37"
Five_Moons,"9"
Five_of_Batons,"175"
Five_of_Coins,"175"
Five_of_Cups,"175"
Five_of_Swords,"175"
Flamecaller_Zoeqdoq,"25"
Flamedrake,"142"
Flames_of_Muspelheim,"35"
Flame_Eruca,"150"
Flame_Giant,"18"
Flame_Skimmer,"193"
Flamingo,"188"
Flammen-Brenner,"34"
Flauros,"111"
Flayer_Franz,"169"
Fledermaus,"0"
Fleetfingered_Mobel_Ja,"72"
Fleshcraver,"60"
Fleshflayer_Killakriq,"184"
Fleshgnasher,"220"
Flesh_Eater_AC,"169"
Floating_Eye,"8"
Floe_Amoeban,"92"
Flux_Flan,"7"
Flying_Manta,"96"
Flying_Spear,"167"
Flytrap,"65"
Fly_Agaric_GM,"120"
Fodderchief_Vokdek,"102"
Fogweaver_Mozzfuzz,"241"
Fomorian_Spear,"167"
Fomor_Bard,"14"
Fomor_Beastmaster,"18"
Fomor_Black_Mage,"6"
Fomor_Dark_Knight,"10"
Fomor_Dragoon,"246"
Fomor_Monk,"4"
Fomor_Ninja,"12"
Fomor_Paladin,"16"
Fomor_Ranger,"249"
Fomor_Red_Mage,"8"
Fomor_Samurai,"244"
Fomor_Summoner,"2"
Fomors_Avatar,"23"
Fomors_Bat,"0"
Fomors_Bats,"4"
Fomors_Elemental,"11"
Fomors_Wyvern,"24"
Fomor_Thief,"254"
Fomor_Warrior,"252"
Foo_Peku_the_Bloodcloak,"58"
Forbidding_Koheel_Ja,"68"
Foreseer_Oramix,"237"
Forester_Beetle,"152"
Forest_Funguar,"120"
Forest_Hare,"12"
Forest_Leech,"20"
Forest_Tiger,"52"
Forger,"24"
Fortification_NV88,"44"
Fosse_Pugil,"92"
Fossil_Quadav,"137"
Fossorial_Flea,"211"
Foul_Meat,"64"
Fourth_Rampart,"26"
Fourth_Spitewarden,"0"
Four_of_Batons,"175"
Four_of_Coins,"175"
Four_of_Cups,"175"
Four_of_Swords,"175"
Fox_Fire,"24"
Fradubio,"132"
Fraelissa,"132"
Freke,"1"
Freshwater_Trepang,"36"
Freybug,"108"
Friar_Rush,"24"
Friars_Lantern,"24"
Frigatebird,"189"
Frog_Prince,"191"
Frostmane,"146"
Frost_Bomb_Mk-II,"22"
Frost_Gigas,"198"
Frost_Lizard,"73"
Frozen_Bones,"52"
Fuath,"240"
Fulminator,"196"
Fulmotondro,"30"
Funereal_Apkallu,"187"
Fungus_Beetle,"152"
Funnel_Antlion,"68"
Funnel_Bats_BO,"4"
Furies,"4"
Fusty_Gnole,"241"
Fyuu_the_Seabellow,"58"
Gabblox_Magpietongue,"63"
Gadfly,"192"
Gaizkin,"65"
Gaki,"231"
Gakke,"190"
Galarhigg,"164"
Gale_Bats,"4"
Galgalim,"128"
Galkan_Automaton,"229"
Galkarider_Retzpratz,"22"
Gallinipper_AC,"192"
Gamayun,"28"
Gambilox_Wanderling,"253"
Gangly_Gean,"134"
Ganmuul,"97"
Gardsvor,"56"
Garfurlar_the_Rabid,"172"
Gargantua,"176"
Gargouille,"177"
Gargoyle,"49"
Gargoyle-Iota,"49"
Gargoyle-Kappa,"49"
Gargoyle-Lambda,"49"
Gargoyle-Mu,"49"
Garharlor_the_Unruly,"171"
Garhorlur_the_Brutal,"153"
Gariri,"5"
Garm,"108"
Garnet_Quadav,"151"
Garuda_Prime,"28"
Gasharyad,"89"
Gasher,"100"
Gastornis,"80"
Gate_Widow,"57"
Gavotvut,"101"
Gawky_Gawain,"152"
Gawper,"8"
Gazer,"128"
GaBhu_Unvanquished,"155"
GaDho_Softstep,"148"
GaFho_Venomtouch,"30"
GaLhu_Nevermolt,"81"
Geezard,"72"
Gefyrst,"103"
Geier,"188"
Gelid_Bhoot,"113"
Gem_Heister_Roorooroon,"199"
Genbu,"151"
General_Gadalar,"156"
General_Mihli,"159"
General_Najelith,"157"
General_Rughadjeen,"155"
General_Zazarg,"158"
Generic_Doll,"48"
Gere,"1"
Gerhilde,"102"
Gerjis,"52"
Gerwitzs_Axe,"205"
Gerwitzs_Scythe,"220"
Gerwitzs_Soul,"112"
Gerwitzs_Sword,"199"
Gespenst,"112"
Gessho,"59"
Geush_Urvan,"77"
Geyser_Lizard,"72"
GeDha_Evileye,"156"
Ghahnis,"97"
Ghast_blm,"52"
Ghayaraan,"96"
Ghelsba_Pugil,"92"
Ghost,"112"
Ghost_Clot,"38"
Ghost_Crab_fished,"100"
Ghoul_war,"60"
Ghoul_blm,"52"
Ghul-I-Beaban_DRK,"52"
Assault_Draugar_blm,"230"
Giant_Ascetic,"197"
Giant_Bat,"0"
Giant_Beastmaster,"163"
Giant_Bee,"17"
Giant_Buffalo,"77"
Giant_Gatekeeper,"196"
Giant_Grub,"168"
Giant_Guard,"197"
Giant_High_Ranger,"165"
Giant_Hunter,"199"
Giant_Lobber,"199"
Giant_Moa,"32"
Giant_Monk,"197"
Giant_Orobon,"193"
Giant_Pugil,"92"
Giant_Ranger,"196"
Giant_Scorpion,"28"
Giant_Sentry,"198"
Giant_Spider,"54"
Giant_Trapper,"198"
Giant_Warrior,"208"
Gibberox_Pimplebeak,"63"
Giddeus_Bee,"17"
Giddeus_Pugil,"92"
Giddy_Bomb,"24"
Gidim,"112"
Gieremund,"108"
Gigadaphnia,"77"
Gigantobugard,"71"
Gigaplasm,"36"
Gigas_Beastmaster,"167"
Gigas_Bonecutter,"198"
Gigas_Braver,"196"
Gigas_Butcher,"198"
Gigas_Catapulter,"199"
Gigas_Clearcutter,"199"
Gigas_Cleaver,"19"
Gigas_Deckhand,"15"
Gigas_Fighter,"196"
Gigas_Flanker,"19"
Gigas_Flesher,"19"
Gigas_Flogger,"19"
Gigas_Foreman,"198"
Gigas_Hallwatcher,"196"
Gigas_Helmsman,"19"
Gigas_Hillrazer,"197"
Gigas_Hurler,"18"
Gigas_Jack,"18"
Gigas_Jailer,"197"
Gigas_Kettlemaster,"198"
Gigas_Lopper,"19"
Gigas_Marine,"19"
Gigas_Martialist,"197"
Gigas_Mercenary,"196"
Gigas_Monk,"164"
Gigas_Overseer,"196"
Gigas_Pelter,"18"
Gigas_Pounder,"15"
Gigas_Punisher,"197"
Gigas_Quarrier,"199"
Gigas_Ranger,"167"
Gigas_Sculptor,"199"
Gigas_Slinger,"199"
Gigas_Slugger,"15"
Gigas_Spirekeeper,"196"
Gigas_Stonecarrier,"196"
Gigas_Stonegrinder,"197"
Gigas_Stonemason,"199"
Gigass_Bat,"0"
Gigass_Bats,"4"
Gigass_Leech,"20"
Gigass_Sheep,"84"
Gigass_Spider,"54"
Gigass_Tiger,"52"
Gigas_Torturer,"197"
Gigas_Trebucket,"18"
Gigas_Wallwatcher,"196"
Gigas_Warrior,"208"
Gigas_Warwolf,"198"
Gigas_Wrestler,"197"
Gii_Jaha_the_Raucous,"79"
Gilagoge_Tlugvi,"138"
Gill_Pugil,"92"
Ginger_Custard,"8"
Giollemitte_B_Feroun,"53"
Girtab,"28"
Girtablulu,"28"
Girzorhor_the_Imprudent,"150"
Gizerls_Ghost,"112"
GiBhe_Fleshfeaster,"30"
GiGhi_Rockchopper,"68"
GiGhis_Elite_Guard,"68"
GiGhis_Peiste,"223"
GiPha_Manameister,"31"
GiRho_Wrathstorm,"149"
Glacial_Imp,"188"
Glacial_Wisp,"22"
Glacier_Eater,"168"
Glade_Wivre,"185"
Gladiatorial_Weapon,"223"
Glen_Crab,"100"
Glide_Bomb,"24"
Gloomanita,"201"
Gloop,"36"
Glow_Bat,"0"
Glyryvilu,"97"
Gnashfang_Rahskhas,"246"
Gnat,"220"
Gnawtooth_Gary,"12"
Gneiss_Leech,"20"
Gnole,"241"
Goblinsavior_Heronox,"252"
Goblin_Aidman,"179"
Goblin_Alchemist,"237"
Goblin_Ambusher,"230"
Goblin_Archaeologist,"163"
Goblin_Bandit,"249"
Goblin_Blastmaster,"251"
Goblin_Bombardier,"254"
Goblin_Boss,"236"
Goblin_Bouncer,"247"
Goblin_Bounty_Hunter,"241"
Goblin_Butcher,"239"
Goblin_Chapman,"179"
Goblin_Collector,"188"
Goblin_Corpsman,"232"
Goblin_Craftsman,"200"
Goblin_Digger_near,"228"
Goblin_Doctor,"232"
Goblin_Doorman,"201"
Goblin_Doyen,"163"
Goblin_Draftee,"248"
Goblin_Duelist,"233"
Goblin_Enchanter,"248"
Goblin_Enforcer,"66"
Goblin_Fencer,"248"
Goblin_Field_Doctor,"237"
Goblin_Fireman,"203"
Goblin_Fisher,"236"
Goblin_Flagman,"255"
Goblin_Foreman,"164"
Goblin_Franctireur,"245"
Goblin_Freelance,"188"
Goblin_Freesword,"241"
Goblin_Furrier,"234"
Goblin_Gambler,"238"
Goblin_Gaoler,"235"
Goblin_Golem,"39"
Goblin_Grenadier,"253"
Goblin_Gruel,"36"
Goblin_Guerrilla,"250"
Goblin_Guide,"235"
Goblin_Gutterman,"166"
Goblin_Hammerman,"205"
Goblin_Hangman,"207"
Goblin_Headman,"165"
Goblin_Hunter,"243"
Goblin_Intimidator,"241"
Goblin_Jeweler,"246"
Goblin_Junkman,"204"
Goblin_Lansquenet,"236"
Goblin_Leadman,"160"
Goblin_Leecher,"232"
Goblin_Lengthman,"164"
Goblin_Marksman,"168"
Goblin_Meatgrinder,"252"
Goblin_Mercenary,"252"
Goblin_Mine,"255"
Goblin_Miner,"246"
Goblin_Mugger,"229"
Goblin_Oilman,"201"
Goblin_Packman,"203"
Goblin_Paratrooper,"247"
Goblin_Pathfinder,"231"
Goblin_Patrolman,"242"
Goblin_Picaroon,"103"
Goblin_Picket,"103"
Goblin_Pioneer,"103"
Goblin_Pirate,"228"
Goblin_Plunderer,"103"
Goblin_Poacher,"240"
Goblin_Poisoner,"103"
Goblin_Preceptor,"188"
Goblin_Professor,"238"
Goblin_Reaper,"245"
Goblin_Reaver,"103"
Goblin_Replica,"38"
Goblin_Repossessor,"249"
Goblin_Robber,"244"
Goblin_Shaman,"251"
Goblin_Shepherd,"250"
Goblin_Shovelman,"161"
Goblin_Skirmisher,"103"
Goblin_Slaughterman,"188"
Goblin_Smithy,"241"
Goblin_Statue,"38"
Goblin_Swindler,"228"
Goblin_Swordmaker,"236"
Goblin_Swordsman,"189"
Goblins_Bat,"0"
Goblins_Bats,"4"
Goblins_Bee,"16"
Goblins_Beetle,"152"
Goblins_Crawler,"140"
Goblins_Dragonfly,"192"
Goblins_Gallinipper,"192"
Goblins_Ladybug,"226"
Goblins_Leech,"20"
Goblins_Ogrefly,"192"
Goblins_Rabbit,"12"
Goblins_Rarab,"13"
Goblins_Spider,"54"
Goblins_Tiger,"52"
Goblin_Tamer,"250"
Goblin_Thespian,"233"
Goblin_Theurgist,"238"
Goblin_Thug,"228"
Goblin_Tinkerer,"235"
Goblin_Tollman,"161"
Goblin_Toxophilite,"103"
Goblin_Trader,"242"
Goblin_Veterinarian,"250"
Goblin_Warlord,"245"
Goblin_Weaver,"233"
Goblin_Welldigger,"246"
Goblin_Wolfman,"206"
Goga_Tlugvi,"132"
Gola_Tlugvi,"139"
Goldcap,"201"
Golden-Tongued_Culberry,"238"
Golden_Bat,"0"
Gold_Badger_Esquire,"14"
Gold_Quadav,"147"
Goliath,"176"
Goliath_Beetle,"152"
Goobbue,"40"
Goobbue_Farmer,"40"
Goobbue_Gardener,"40"
Goobbue_Harvester,"40"
Goobbue_Parasite,"21"
Goobbue_Wanderer,"40"
Goo_Pake_the_Bloodhound,"76"
Gordovs_Ghost,"112"
Gorebeak,"188"
Gorepledge_Rozzbrezz,"22"
Gore_Bats,"7"
Gore_Demon_UR,"228"
Gorger_PD,"107"
Gorgimera,"13"
Gorgotaur,"79"
Gorynich,"142"
Gosspix_Blabberlips,"63"
Gotoh_Zha_the_Redolent,"103"
Goublefaupe,"218"
Gougetooth_Ganzaga,"12"
Gowam,"1"
GoBha_Slaughterer,"135"
GoBhu_Gascon,"134"
GoBhu_Herohunter,"29"
GoBhus_Elite_Raider,"155"
GoDha_Jademaiden,"29"
GoDhas_Elite_Raider,"155"
GoRha_Sludgewater,"150"
GoTyo_Magenapper,"29"
Grandgousier,"131"
Grand_Duke_Batym,"240"
Grand_Marid,"202"
Grand_Marquis_Chomiel,"234"
Granite_Borer,"11"
Graoully,"165"
Grass_Funguar,"120"
Gration,"196"
Grauberg_Hippogryph,"193"
Graupel_Gigas,"197"
Gravemaker_Mesmerizer,"116"
Grave_Bat,"0"
Grave_Digger,"83"
Graviton,"215"
Greatclaw,"100"
Greater_Amphiptere,"174"
Greater_Cockatrice,"32"
Locus_Colibri,"184"
Greater_Gayla,"0"
Greater_Gaylas,"4"
Greater_Gnole,"241"
Greater_Manticore,"146"
Greater_Pugil,"92"
Greater_Quadav,"135"
Great_Ameretat,"126"
Great_Wasp,"16"
Greenman,"132"
Grenade,"24"
Grenade_Syrup,"38"
Grimbolt_Onkzok,"112"
Grimgerde,"90"
Grimoire_Guru_Grimogek,"183"
Grindylow,"101"
Grognard_Footsoldier,"115"
Grognard_Grappler,"119"
Grognard_Impaler,"124"
Grognard_Mesmerizer,"125"
Grognard_Neckchopper,"118"
Grognard_Predator,"114"
Groot_Slang,"223"
Grotto_Bats,"4"
Grotto_Pugil,"92"
Groundskeeper,"48"
Gruesome_Gargouille,"177"
Grylio,"72"
Guardian_Crawler,"140"
Guardian_Statue,"48"
Guardian_Treant,"132"
Guard_Bhoot,"113"
Guard_Hippogryph,"85"
Guard_Skeleton_blm,"52"
Gudanna,"148"
Gugru_Crab,"100"
Gugru_Jagil,"93"
Gugru_Orobon,"193"
Guimauve,"8"
Guivre,"142"
Gukumatz,"223"
Gulch_Limule,"77"
Gullycampa,"10"
Gully_Clionid,"76"
Gulool_Ja_Ja,"71"
Gummy_Guillaume,"229"
Gunge_Slug,"229"
Gunpod,"56"
Gunther,"1"
Gurfurlur_the_Menacing,"75"
Gutrender_Trooper,"250"
Guu_Waji_the_Preacher,"58"
Guytrash,"108"
GuDha_Effigy,"35"
GuDho_Staggershell,"148"
GuKhu_Dukesniper,"30"
GuNha_Wallstormer,"27"
GuNhi_Noondozer,"31"
Gwyn_Ap_Knudd,"83"
Gyre-Carlin_NI,"73"
Gyroscopic_Gear,"27"
Gyroscopic_Gears,"28"
Haa_Pevi_the_Stentorian,"60"
Habetrot,"141"
Habraheem,"94"
Hadal_Gigas,"130"
Hadal_Mirror,"109"
Hadal_Satiator,"109"
Hadding_the_Elder,"236"
Hadding_the_Younger,"237"
Hadhayosh,"149"
Hafgygr,"28"
Hail_Gigas,"199"
Haja_Zhwan,"26"
Hakenmann,"193"
Hakutaku,"128"
Halforc_Black_Mage,"125"
Halforc_Dark_Knight,"126"
Halforc_Dragoon,"124"
Halforc_Monk,"112"
Halforc_Paladin,"127"
Halforc_Ranger,"114"
Halforc_Warrior,"115"
Hamadryad,"65"
Hamfist_Gukhbuk,"22"
Hammerblow_Majanun,"108"
Hammering_Ram,"88"
Hannequet,"45"
Hanuman,"160"
Harajnite,"81"
Harpimaira,"13"
Harum-scarum,"196"
Hastatus_XI-XII,"239"
Hastatus_XIII-CXXVIII,"239"
Hastatus_XIII-LXXV,"239"
Hastatus_XIII-XCVI,"239"
Hati,"108"
Haty,"108"
Haunt,"112"
Hawker,"192"
Hawkertrap_JFS,"65"
Hawkeyed_Dnatbat,"114"
Hazel_Sentinel,"198"
Hazhalm_Bat,"0"
Hazhalm_Bats,"4"
Hazhalm_Leech,"20"
Hazhdiha,"165"
Heavymail_Djidzbad,"24"
Heavy_Metal_Crab,"100"
Hecatomb_Hound,"108"
Hecteyes_RP,"128"
Hedjedjet,"28"
Hee_Mida_the_Meticulous,"59"
Heike_Crab,"100"
Heithrun,"85"
Heliodor_Quadav,"154"
Heliodromos,"85"
Helldiver,"189"
Hellion,"64"
Hellish_Weapon,"195"
Hellmine,"24"
Helltail_Harry,"14"
Hell_Bat,"0"
Hell_Fly,"16"
Hell_Hound,"108"
Helmwige,"106"
Helm_Beetle,"152"
Helter-skelter,"196"
Hematic_Cyst,"38"
Henchman_Moogle,"61"
Heqet,"192"
Heraldic_Imp,"190"
Hercules_Beetle,"152"
Hermitrix_Toothrot,"66"
Hervarth,"238"
Hetairoi_Vuryargur,"156"
Hetairoi_Zarwarkur,"149"
Hexenpilz,"201"
HeDho_Spatesurge,"154"
Hieracosphinx,"146"
Highland_Rafflesia,"232"
Highland_Treant,"132"
Hildesvini,"202"
Hillock_Murex,"93"
Hilltroll_Dark_Knight,"149"
Hilltroll_Elite_Guard,"155"
Hilltroll_Mirror_Guard,"174"
Hilltroll_Monk,"176"
Hilltroll_Paladin,"155"
Hilltroll_Puppetmaster,"176"
Hilltroll_Ranger,"173"
Hilltroll_Red_Mage,"174"
Hilltroll_Warrior,"151"
Hill_Crab,"100"
Hill_Lizard,"72"
Himinrjot,"77"
Hinge_Oil,"36"
Hippocentaur,"193"
Hippogryph,"85"
Hippolytos,"131"
Hjorvarth,"239"
Hkadouf,"94"
Hmzdei,"133"
Hoarder_Hare,"12"
Hoarmite,"73"
Hoary_Ragwort,"40"
Hobgoblin_Alastor,"235"
Hobgoblin_Angler,"236"
Hobgoblin_Animalier,"250"
Hobgoblin_Beastmaster,"250"
Hobgoblin_Black_Mage,"237"
Hobgoblin_Blagger,"246"
Hobgoblin_Dark_Knight,"253"
Hobgoblin_Fascinator,"251"
Hobgoblin_Martialist,"252"
Hobgoblin_Physician,"237"
Hobgoblin_Ranger,"243"
Hobgoblin_Red_Mage,"255"
Hobgoblin_Thief,"251"
Hobgoblin_Toreador,"248"
Hobgoblin_Venerer,"230"
Hobgoblin_Warrior,"252"
Hobgoblin_White_Mage,"254"
Hognosed_Bat,"0"
Honey_Fly,"192"
Honor,"96"
Hoo_Mjuu_the_Torrent,"45"
Hoplomachus_XI-XXVI,"17"
Hornfly,"192"
Horrid_Fluke,"20"
Hotupuku,"71"
Houndfly,"192"
Houu_the_Shoalwader,"19"
Hover_Tank,"156"
Hraesvelg,"146"
Hrani,"240"
Hrosshvalur,"94"
Hrungnir,"176"
Huge_Hornet,"16"
Huge_Leech,"20"
Huge_Spider,"54"
Huge_Wasp,"16"
Huginn,"188"
Humegutter_Adzjbadj,"23"
Hume_Automaton,"212"
Humnox_Drumbelly,"65"
Hundredfaced_Hapool_Ja,"83"
Hundredscar_Hajwaj,"251"
Hunter_Antlion,"67"
Huntfly,"192"
Hunting_Chief,"197"
Hunting_Raptor,"61"
Hunting_Wasp,"16"
Hurricane_Wyvern,"142"
Huu_Xalmo_the_Savage,"78"
HuRhe_Marrowgorger,"145"
Hydra,"4"
Hydra_Bard,"46"
Hydra_Beastmaster,"45"
Hydra_Black_Mage,"3"
Hydra_Dark_Knight,"44"
Hydra_Dragoon,"50"
Hydra_Monk,"1"
Hydra_Ninja,"49"
Hydra_Paladin,"43"
Hydra_Ranger,"47"
Hydra_Red_Mage,"41"
Hydra_Samurai,"48"
Hydra_Summoner,"51"
Hydras_Avatar,"25"
Hydras_Hound,"108"
Hydras_Wyvern,"249"
Hydra_Thief,"42"
Hydra_Warrior,"0"
Hydra_White_Mage,"2"
Hyndla,"108"
Hyohh_the_Conchblower,"57"
Hyperion,"128"
Iceberg_Murex,"93"
Icefall,"22"
Icefang_Tiger,"200"
Ice_Elemental,"181"
Ice_Fiend,"9"
Ice_Pot,"156"
Ichorous_Ire,"36"
Icon_Prototype,"36"
Idle_Wanderer,"87"
Idun,"113"
Ifrit_Prime_WTB,"25"
Ignidrake,"142"
Ignis_Djinn,"196"
Ignis_Eruca,"150"
Ignis_Fatuus,"24"
Ika-Roa,"93"
Iktomi,"56"
Iku-Turso,"97"
Illusory_Pot,"156"
Illuyankas,"4"
Imdugud,"85"
Immobilizer,"30"
Immolatory_Pugil,"92"
Immortal_Flan,"7"
Immortal_Guard,"172"
Imp,"190"
Imperial_Gear,"27"
